p_id2,start_year,season_days_injured,total_days_injured,season_minutes_played,season_games_played,season_matches_in_squad,total_minutes_played,total_games_played,dob,height_cm,weight_kg,nationality,work_rate,pace,physic,fifa_rating,position,age,cumulative_minutes_played,cumulative_games_played,minutes_per_game_prev_seasons,avg_days_injured_prev_seasons,avg_games_per_season_prev_seasons,bmi,work_rate_numeric,position_numeric,significant_injury_prev_season,cumulative_days_injured,season_days_injured_prev_season,injury_rate,minutes_per_game,experience_years,bmi_class
calumchambers,2017,58,458,904.0,12,19,7975.0,92,1995-01-20,182.8333333333333,70.66666666666667,England,Low/High,63.833333333333336,74.66666666666667,74.0,Defender,22,2375.0,25.0,95.0,63.0,25.0,21.139944939750333,3.0,1.0,0.0,458.0,63.0,4.924731182795699,69.53846153846153,22,Normal
calumchambers,2018,22,458,2736.0,31,33,7975.0,92,1995-01-20,182.8333333333333,70.66666666666667,England,Low/High,63.833333333333336,74.66666666666667,74.0,Defender,23,3279.0,37.0,88.62162162162163,60.5,18.5,21.139944939750333,3.0,1.0,0.0,916.0,58.0,4.924731182795699,85.5,23,Normal
calumchambers,2019,315,458,1163.0,14,19,7975.0,92,1995-01-20,182.8333333333333,70.66666666666667,England,Low/High,63.833333333333336,74.66666666666667,74.0,Defender,24,6015.0,68.0,88.45588235294117,47.66666666666666,22.666666666666668,21.139944939750333,3.0,1.0,0.0,1374.0,22.0,4.924731182795699,77.53333333333333,24,Normal
carljenkinson,2018,72,544,175.0,3,5,258.0,4,1992-02-08,185.0,77.0,England,High/High,70.66666666666667,70.5,71.66666666666667,Defender,26,,,,,,22.4981738495252,4.0,1.0,,,,108.8,43.75,26,Normal
cenktosun,2018,61,558,1145.0,25,36,2732.0,54,1991-06-07,183.0,78.0,Turkey,High/Medium,73.0,74.83333333333333,77.5,Forward,27,,,,,,23.291229956104985,3.5,2.0,,,,10.145454545454545,44.03846153846154,27,Normal
cenktosun,2019,275,558,496.0,10,21,2732.0,54,1991-06-07,183.0,78.0,Turkey,High/Medium,73.0,74.83333333333333,77.5,Forward,28,1145.0,25.0,45.8,61.0,25.0,23.291229956104985,3.5,2.0,0.0,558.0,61.0,10.145454545454545,45.09090909090909,28,Normal
cenktosun,2020,222,558,65.0,5,11,2732.0,54,1991-06-07,183.0,78.0,Turkey,High/Medium,73.0,74.83333333333333,77.5,Forward,29,1641.0,35.0,46.885714285714286,168.0,17.5,23.291229956104985,3.5,2.0,1.0,1116.0,275.0,10.145454545454545,10.833333333333334,29,Normal
charlieaustin,2016,143,273,969.0,15,17,3293.0,69,1989-07-05,188.0,84.0,England,High/Medium,61.66666666666666,73.0,76.16666666666667,Forward,27,,,,,,23.766410140334997,3.5,2.0,,,,3.9,60.5625,27,Normal
charlieaustin,2017,98,273,1115.0,24,25,3293.0,69,1989-07-05,188.0,84.0,England,High/Medium,61.66666666666666,73.0,76.16666666666667,Forward,28,969.0,15.0,64.6,143.0,15.0,23.766410140334997,3.5,2.0,1.0,273.0,143.0,3.9,44.6,28,Normal
charlieaustin,2018,32,273,1050.0,25,35,3293.0,69,1989-07-05,188.0,84.0,England,High/Medium,61.66666666666666,73.0,76.16666666666667,Forward,29,2084.0,39.0,53.43589743589744,120.5,19.5,23.766410140334997,3.5,2.0,0.0,546.0,98.0,3.9,40.38461538461539,29,Normal
charliedaniels,2016,17,631,3230.0,34,34,8195.0,92,1986-09-07,178.0,75.0,England,High/Medium,73.2,68.2,73.2,Midfielder,30,,,,,,23.671253629592226,3.5,3.0,,,,6.78494623655914,92.28571428571429,30,Normal
charliedaniels,2018,190,631,1674.0,21,25,8195.0,92,1986-09-07,178.0,75.0,England,High/Medium,73.2,68.2,73.2,Midfielder,32,3230.0,34.0,95.0,17.0,34.0,23.671253629592226,3.5,3.0,0.0,631.0,17.0,6.78494623655914,76.0909090909091,32,Normal
charliedaniels,2019,424,631,132.0,2,3,8195.0,92,1986-09-07,178.0,75.0,England,High/Medium,73.2,68.2,73.2,Midfielder,33,4904.0,55.0,89.16363636363636,103.5,27.5,23.671253629592226,3.5,3.0,1.0,1262.0,190.0,6.78494623655914,44.0,33,Normal
charlietaylor,2017,5,142,1004.0,11,29,9049.0,102,1993-09-18,182.66666666666663,70.66666666666667,England,High/Medium,73.83333333333333,73.5,73.5,Defender,24,,,,,,21.17853908039854,3.5,1.0,,,,1.3786407766990292,83.66666666666667,24,Normal
charlietaylor,2019,30,142,2056.0,24,30,9049.0,102,1993-09-18,182.66666666666663,70.66666666666667,England,High/Medium,73.83333333333333,73.5,73.5,Defender,26,1004.0,11.0,91.27272727272728,5.0,11.0,21.17853908039854,3.5,1.0,0.0,142.0,5.0,1.3786407766990292,82.24,26,Normal
charlietaylor,2020,107,142,2559.0,29,30,9049.0,102,1993-09-18,182.66666666666663,70.66666666666667,England,High/Medium,73.83333333333333,73.5,73.5,Defender,27,3060.0,35.0,87.42857142857143,17.5,17.5,21.17853908039854,3.5,1.0,0.0,284.0,30.0,1.3786407766990292,85.3,27,Normal
chrisbasham,2020,3,3,2691.0,31,31,6071.0,69,1988-07-20,187.0,80.0,England,Medium/High,65.33333333333333,76.16666666666667,71.5,Defender,32,,,,,,22.877405702193368,3.5,1.0,,,,0.04285714285714286,84.09375,32,Normal
chrisbrunt,2016,238,241,2613.0,31,31,4634.0,57,1984-12-14,185.66666666666663,84.33333333333333,Northern Ireland,Medium/Medium,55.16666666666666,64.33333333333333,71.33333333333333,Midfielder,32,,,,,,24.46422067436157,3.0,3.0,,,,4.155172413793103,81.65625,32,Normal
chrismepham,2019,157,222,966.0,12,23,1865.0,24,1997-11-05,191.0,75.0,Wales,High/High,63.0,70.0,68.0,Defender,22,,,,,,20.558646966914285,4.0,1.0,,,,8.88,74.3076923076923,22,Normal
chrissmalling,2016,91,313,1292.0,18,22,6215.0,71,1989-11-22,193.3333333333333,82.5,England,Medium/High,71.66666666666667,81.16666666666667,80.66666666666667,Defender,27,,,,,,22.071938168846614,3.5,1.0,,,,4.347222222222222,68.0,27,Normal
chrissmalling,2018,57,313,2243.0,24,28,6215.0,71,1989-11-22,193.3333333333333,82.5,England,Medium/High,71.66666666666667,81.16666666666667,80.66666666666667,Defender,29,1292.0,18.0,71.77777777777777,91.0,18.0,22.071938168846614,3.5,1.0,0.0,313.0,91.0,4.347222222222222,89.72,29,Normal
christianatsu,2017,103,115,1888.0,28,28,4299.0,75,1992-01-10,168.5,66.5,Ghana,High/Low,88.83333333333333,47.833333333333336,75.0,Midfielder,25,,,,,,23.421884493127525,3.0,3.0,,,,1.513157894736842,65.10344827586206,25,Normal
christianatsu,2019,12,115,819.0,19,28,4299.0,75,1992-01-10,168.5,66.5,Ghana,High/Low,88.83333333333333,47.833333333333336,75.0,Midfielder,27,1888.0,28.0,67.42857142857143,103.0,28.0,23.421884493127525,3.0,3.0,0.0,115.0,103.0,1.513157894736842,40.95,27,Normal
christianbenteke,2017,55,264,2376.0,31,31,9811.0,137,1990-12-03,190.0,83.0,Belgium,Medium/Low,68.0,78.16666666666667,78.16666666666667,Forward,27,,,,,,22.99168975069252,2.5,2.0,,,,1.9130434782608696,74.25,27,Normal
christianbenteke,2018,146,264,863.0,16,20,9811.0,137,1990-12-03,190.0,83.0,Belgium,Medium/Low,68.0,78.16666666666667,78.16666666666667,Forward,28,2376.0,31.0,76.64516129032258,55.0,31.0,22.99168975069252,2.5,2.0,0.0,264.0,55.0,1.9130434782608696,50.76470588235294,28,Normal
christianbenteke,2019,49,264,1347.0,24,27,9811.0,137,1990-12-03,190.0,83.0,Belgium,Medium/Low,68.0,78.16666666666667,78.16666666666667,Forward,29,3239.0,47.0,68.91489361702128,100.5,23.5,22.99168975069252,2.5,2.0,1.0,528.0,146.0,1.9130434782608696,53.88,29,Normal
christianbenteke,2020,14,264,1943.0,30,34,9811.0,137,1990-12-03,190.0,83.0,Belgium,Medium/Low,68.0,78.16666666666667,78.16666666666667,Forward,30,4586.0,71.0,64.59154929577464,83.33333333333333,23.666666666666668,22.99168975069252,2.5,2.0,0.0,792.0,49.0,1.9130434782608696,62.67741935483871,30,Normal
christianeriksen,2018,28,265,2933.0,35,36,10791.0,128,1992-02-14,179.83333333333334,74.33333333333333,Denmark,High/Medium,74.5,61.833333333333336,85.83333333333333,Midfielder,26,,,,,,22.98493181394573,3.5,3.0,,,,2.054263565891473,81.47222222222223,26,Normal
christianeriksen,2019,5,265,1185.0,20,23,10791.0,128,1992-02-14,179.83333333333334,74.33333333333333,Denmark,High/Medium,74.5,61.833333333333336,85.83333333333333,Midfielder,27,2933.0,35.0,83.8,28.0,35.0,22.98493181394573,3.5,3.0,0.0,265.0,28.0,2.054263565891473,56.42857142857143,27,Normal
christianfuchs,2017,9,65,2038.0,25,36,7096.0,84,1986-04-07,186.66666666666663,87.0,Austria,Medium/Medium,58.0,72.83333333333333,74.66666666666667,Defender,31,,,,,,24.96811224489797,3.0,1.0,,,,0.7647058823529411,78.38461538461539,31,Normal
christianfuchs,2020,56,65,742.0,9,29,7096.0,84,1986-04-07,186.66666666666663,87.0,Austria,Medium/Medium,58.0,72.83333333333333,74.66666666666667,Defender,34,2038.0,25.0,81.52,9.0,25.0,24.96811224489797,3.0,1.0,0.0,65.0,9.0,0.7647058823529411,74.2,34,Normal
christiankabasele,2016,52,85,823.0,16,22,7443.0,92,1991-02-24,187.66666666666663,84.0,Belgium,Medium/High,72.83333333333333,78.0,76.0,Defender,25,,,,,,23.850912865295985,3.5,1.0,,,,0.9139784946236559,48.411764705882355,25,Normal
christiankabasele,2018,22,85,1740.0,21,31,7443.0,92,1991-02-24,187.66666666666663,84.0,Belgium,Medium/High,72.83333333333333,78.0,76.0,Defender,27,823.0,16.0,51.4375,52.0,16.0,23.850912865295985,3.5,1.0,0.0,85.0,52.0,0.9139784946236559,79.0909090909091,27,Normal
christiankabasele,2019,11,85,2423.0,27,34,7443.0,92,1991-02-24,187.66666666666663,84.0,Belgium,Medium/High,72.83333333333333,78.0,76.0,Defender,28,2563.0,37.0,69.27027027027027,37.0,18.5,23.850912865295985,3.5,1.0,0.0,170.0,22.0,0.9139784946236559,86.53571428571429,28,Normal
christianpulisic,2019,172,382,1798.0,25,29,3638.0,52,1998-09-18,175.2,69.0,United States,Medium/Medium,88.6,55.0,77.2,Midfielder,21,,,,,,22.479201851504357,3.0,3.0,,,,7.2075471698113205,69.15384615384616,21,Normal
christianpulisic,2020,108,382,1840.0,27,29,3638.0,52,1998-09-18,175.2,69.0,United States,Medium/Medium,88.6,55.0,77.2,Midfielder,22,1798.0,25.0,71.92,172.0,25.0,22.479201851504357,3.0,3.0,1.0,382.0,172.0,7.2075471698113205,65.71428571428571,22,Normal
christianwalton,2020,132,203,0.0,0,8,0.0,0,1995-11-09,195.0,74.4,England,Medium/Medium,,,67.8,Goalkeeper,25,,,,,,19.56607495069034,3.0,0.0,,,,203.0,0.0,25,Normal
christopherschindler,2018,17,249,3491.0,37,37,6970.0,74,1990-04-29,189.0,78.66666666666667,Germany,Medium/Medium,64.5,73.83333333333333,73.5,Defender,28,,,,,,22.02252643169751,3.0,1.0,,,,3.32,91.86842105263158,28,Normal
christophzimmermann,2019,177,210,1511.0,17,18,1511.0,17,1993-01-12,194.0,88.25,Germany,Medium/High,54.25,79.25,71.0,Defender,26,,,,,,23.44829418641726,3.5,1.0,,,,11.666666666666666,83.94444444444444,26,Normal
chriswood,2017,78,172,1689.0,24,25,9813.0,127,1991-12-07,190.3333333333333,93.5,New Zealand,High/Medium,67.33333333333333,78.66666666666667,75.16666666666667,Forward,26,,,,,,25.8096374382363,3.5,2.0,,,,1.34375,67.56,26,Overweight
chriswood,2018,7,172,2706.0,38,38,9813.0,127,1991-12-07,190.3333333333333,93.5,New Zealand,High/Medium,67.33333333333333,78.66666666666667,75.16666666666667,Forward,27,1689.0,24.0,70.375,78.0,24.0,25.8096374382363,3.5,2.0,0.0,172.0,78.0,1.34375,69.38461538461539,27,Overweight
chriswood,2019,70,172,2553.0,32,32,9813.0,127,1991-12-07,190.3333333333333,93.5,New Zealand,High/Medium,67.33333333333333,78.66666666666667,75.16666666666667,Forward,28,4395.0,62.0,70.88709677419355,42.5,31.0,25.8096374382363,3.5,2.0,0.0,344.0,7.0,1.34375,77.36363636363636,28,Overweight
chriswood,2020,17,172,2865.0,33,33,9813.0,127,1991-12-07,190.3333333333333,93.5,New Zealand,High/Medium,67.33333333333333,78.66666666666667,75.16666666666667,Forward,29,6948.0,94.0,73.91489361702128,51.66666666666666,31.33333333333333,25.8096374382363,3.5,2.0,0.0,516.0,70.0,1.34375,84.26470588235294,29,Overweight
chubaakpom,2016,101,105,0.0,0,1,0.0,0,1995-10-09,184.0,73.66666666666667,England,Medium/Medium,84.83333333333333,65.66666666666667,67.33333333333333,Forward,21,,,,,,21.758821676118465,3.0,2.0,,,,105.0,0.0,21,Normal
ciaranclark,2017,31,407,1845.0,20,34,5984.0,67,1989-09-26,186.5,82.0,Republic of Ireland,Medium/Medium,58.5,74.83333333333333,76.0,Defender,28,,,,,,23.575243119694672,3.0,1.0,,,,5.985294117647059,87.85714285714286,28,Normal
ciaranclark,2018,90,407,908.0,11,20,5984.0,67,1989-09-26,186.5,82.0,Republic of Ireland,Medium/Medium,58.5,74.83333333333333,76.0,Defender,29,1845.0,20.0,92.25,31.0,20.0,23.575243119694672,3.0,1.0,0.0,407.0,31.0,5.985294117647059,75.66666666666667,29,Normal
ciaranclark,2019,243,407,1243.0,14,18,5984.0,67,1989-09-26,186.5,82.0,Republic of Ireland,Medium/Medium,58.5,74.83333333333333,76.0,Defender,30,2753.0,31.0,88.80645161290323,60.5,15.5,23.575243119694672,3.0,1.0,0.0,814.0,90.0,5.985294117647059,82.86666666666666,30,Normal
ciaranclark,2020,43,407,1988.0,22,30,5984.0,67,1989-09-26,186.5,82.0,Republic of Ireland,Medium/Medium,58.5,74.83333333333333,76.0,Defender,31,3996.0,45.0,88.8,121.33333333333331,15.0,23.575243119694672,3.0,1.0,1.0,1221.0,243.0,5.985294117647059,86.43478260869566,31,Normal
claudiobravo,2016,57,396,2074.0,22,30,2634.0,29,1983-04-13,184.0,80.0,Chile,Medium/Medium,,,80.5,Goalkeeper,33,,,,,,23.62948960302457,3.0,0.0,,,,13.2,90.17391304347827,33,Normal
claudiobravo,2016,57,396,2074.0,22,30,2634.0,29,1997-03-13,170.25,71.0,Argentina,Medium/Medium,71.75,61.75,65.25,Goalkeeper,19,2074.0,22.0,94.27272727272728,57.0,22.0,24.495375850923217,3.0,0.0,0.0,396.0,57.0,13.2,90.17391304347827,19,Normal
claudiobravo,2018,264,396,0.0,0,2,2634.0,29,1983-04-13,184.0,80.0,Chile,Medium/Medium,,,80.5,Goalkeeper,35,4148.0,44.0,94.27272727272728,57.0,22.0,23.62948960302457,3.0,0.0,0.0,792.0,57.0,13.2,0.0,35,Normal
claudiobravo,2018,264,396,0.0,0,2,2634.0,29,1997-03-13,170.25,71.0,Argentina,Medium/Medium,71.75,61.75,65.25,Goalkeeper,21,4148.0,44.0,94.27272727272728,126.0,14.666666666666666,24.495375850923217,3.0,0.0,1.0,1188.0,264.0,13.2,0.0,21,Normal
collinquaner,2017,41,219,1376.0,26,31,1423.0,28,1991-06-18,191.0,79.0,Germany,Medium/Medium,77.8,71.8,67.2,Forward,26,,,,,,21.655108138483047,3.0,2.0,,,,7.551724137931035,50.96296296296296,26,Normal
collinquaner,2018,36,219,47.0,2,4,1423.0,28,1991-06-18,191.0,79.0,Germany,Medium/Medium,77.8,71.8,67.2,Forward,27,1376.0,26.0,52.92307692307692,41.0,26.0,21.655108138483047,3.0,2.0,0.0,219.0,41.0,7.551724137931035,15.666666666666666,27,Normal
connorwickham,2016,470,916,441.0,8,11,652.0,20,1993-03-31,190.3333333333333,90.0,England,High/Medium,60.66666666666666,73.5,71.5,Forward,23,,,,,,24.84350127744671,3.5,2.0,,,,43.61904761904762,49.0,23,Normal
connorwickham,2018,160,916,91.0,6,10,652.0,20,1993-03-31,190.3333333333333,90.0,England,High/Medium,60.66666666666666,73.5,71.5,Forward,25,441.0,8.0,55.125,470.0,8.0,24.84350127744671,3.5,2.0,1.0,916.0,470.0,43.61904761904762,13.0,25,Normal
connorwickham,2019,52,916,120.0,6,13,652.0,20,1993-03-31,190.3333333333333,90.0,England,High/Medium,60.66666666666666,73.5,71.5,Forward,26,532.0,14.0,38.0,315.0,7.0,24.84350127744671,3.5,2.0,1.0,1832.0,160.0,43.61904761904762,17.142857142857142,26,Normal
connorwickham,2020,171,916,0.0,0,3,652.0,20,1993-03-31,190.3333333333333,90.0,England,High/Medium,60.66666666666666,73.5,71.5,Forward,27,652.0,20.0,32.6,227.33333333333331,6.666666666666667,24.84350127744671,3.5,2.0,0.0,2748.0,52.0,43.61904761904762,0.0,27,Normal
conorhourihane,2020,13,13,232.0,4,15,1837.0,31,1991-02-02,180.8333333333333,63.333333333333336,Republic of Ireland,High/High,67.5,74.33333333333333,72.0,Midfielder,29,,,,,,19.367580538979382,4.0,3.0,,,,0.40625,46.4,29,Normal
conortownsend,2020,69,69,2355.0,25,27,2355.0,25,1993-03-04,183.0,73.0,England,Medium/Medium,69.0,65.33333333333333,67.0,Defender,27,,,,,,21.798202394816204,3.0,1.0,,,,2.6538461538461537,90.57692307692308,27,Normal
costelpantilimon,2016,27,60,91.0,2,33,91.0,2,1987-02-01,203.0,98.33333333333331,Romania,Medium/Medium,,,74.0,,29,,,,,,23.862101320908863,3.0,,,,,20.0,30.333333333333332,29,Normal
costelpantilimon,2017,14,60,0.0,0,3,91.0,2,1987-02-01,203.0,98.33333333333331,Romania,Medium/Medium,,,74.0,,30,91.0,2.0,45.5,27.0,2.0,23.862101320908863,3.0,,0.0,60.0,27.0,20.0,0.0,30,Normal
craigcathcart,2016,82,324,1226.0,15,20,7634.0,87,1989-02-06,189.3333333333333,79.66666666666667,Northern Ireland,Medium/Medium,50.833333333333336,71.66666666666667,73.33333333333333,Defender,27,,,,,,22.224013092640355,3.0,1.0,,,,3.6818181818181817,76.625,27,Normal
craigcathcart,2017,211,324,525.0,7,9,7634.0,87,1989-02-06,189.3333333333333,79.66666666666667,Northern Ireland,Medium/Medium,50.833333333333336,71.66666666666667,73.33333333333333,Defender,28,1226.0,15.0,81.73333333333333,82.0,15.0,22.224013092640355,3.0,1.0,0.0,324.0,82.0,3.6818181818181817,65.625,28,Normal
craigcathcart,2019,31,324,2625.0,29,36,7634.0,87,1989-02-06,189.3333333333333,79.66666666666667,Northern Ireland,Medium/Medium,50.833333333333336,71.66666666666667,73.33333333333333,Defender,30,1751.0,22.0,79.5909090909091,146.5,11.0,22.224013092640355,3.0,1.0,1.0,648.0,211.0,3.6818181818181817,87.5,30,Normal
craigdawson,2017,66,85,2639.0,28,29,10727.0,116,1990-05-06,188.0,83.16666666666667,England,Medium/Medium,64.0,74.83333333333333,72.16666666666667,Defender,27,,,,,,23.530632261958655,3.0,1.0,,,,0.7264957264957265,91.0,27,Normal
craigdawson,2019,19,85,2545.0,29,34,10727.0,116,1990-05-06,188.0,83.16666666666667,England,Medium/Medium,64.0,74.83333333333333,72.16666666666667,Defender,29,2639.0,28.0,94.25,66.0,28.0,23.530632261958655,3.0,1.0,0.0,85.0,66.0,0.7264957264957265,84.83333333333333,29,Normal
cucomartina,2017,16,16,1931.0,21,35,2557.0,30,1989-09-25,184.2,75.0,Curacao,Medium/Medium,68.8,73.8,70.2,Defender,28,,,,,,22.104566980374685,3.0,1.0,,,,0.5161290322580645,87.77272727272727,28,Normal
curtisdavies,2016,58,446,2242.0,26,28,2242.0,26,1985-03-15,188.0,86.83333333333333,England,Medium/Medium,60.66666666666666,74.16666666666667,75.33333333333333,Defender,31,,,,,,24.568054926814547,3.0,1.0,,,,16.51851851851852,83.03703703703704,31,Normal
dalestephens,2018,34,95,2683.0,30,31,9060.0,106,1989-06-12,185.0,73.33333333333333,England,Medium/High,61.16666666666666,75.0,73.5,Midfielder,29,,,,,,21.426832237643044,3.5,3.0,,,,0.8878504672897196,86.54838709677419,29,Normal
dalestephens,2019,26,95,2674.0,33,35,9060.0,106,1989-06-12,185.0,73.33333333333333,England,Medium/High,61.16666666666666,75.0,73.5,Midfielder,30,2683.0,30.0,89.43333333333334,34.0,30.0,21.426832237643044,3.5,3.0,0.0,95.0,34.0,0.8878504672897196,78.6470588235294,30,Normal
dalestephens,2020,35,95,283.0,7,27,9060.0,106,1989-06-12,185.0,73.33333333333333,England,Medium/High,61.16666666666666,75.0,73.5,Midfielder,31,5357.0,63.0,85.03174603174604,30.0,31.5,21.426832237643044,3.5,3.0,0.0,190.0,26.0,0.8878504672897196,35.375,31,Normal
daleyblind,2017,89,237,387.0,7,18,2321.0,30,1990-03-09,180.0,72.0,Netherlands,High/Medium,58.0,75.33333333333333,80.83333333333333,Defender,27,,,,,,22.22222222222222,3.5,1.0,,,,7.645161290322581,48.375,27,Normal
danburn,2019,38,38,3041.0,34,34,5220.0,61,1992-05-09,198.5,87.0,England,Low/Medium,42.333333333333336,78.16666666666667,70.66666666666667,Defender,27,,,,,,22.079957362840958,2.5,1.0,,,,0.6129032258064516,86.88571428571429,27,Normal
dangosling,2018,72,266,1843.0,25,26,6729.0,104,1990-02-01,183.0,79.0,England,Medium/High,59.16666666666666,69.16666666666667,72.83333333333333,Midfielder,28,,,,,,23.589835468362743,3.5,3.0,,,,2.533333333333333,70.88461538461539,28,Normal
dangosling,2019,194,266,1345.0,24,27,6729.0,104,1990-02-01,183.0,79.0,England,Medium/High,59.16666666666666,69.16666666666667,72.83333333333333,Midfielder,29,1843.0,25.0,73.72,72.0,25.0,23.589835468362743,3.5,3.0,0.0,266.0,72.0,2.533333333333333,53.8,29,Normal
danielamartey,2017,72,744,535.0,8,19,3769.0,53,1994-12-21,185.0,78.16666666666667,Ghana,Medium/High,72.16666666666667,82.16666666666667,73.5,Defender,23,,,,,,22.8390552714877,3.5,1.0,,,,13.777777777777779,59.44444444444444,23,Normal
danielamartey,2018,330,744,679.0,9,10,3769.0,53,1994-12-21,185.0,78.16666666666667,Ghana,Medium/High,72.16666666666667,82.16666666666667,73.5,Defender,24,535.0,8.0,66.875,72.0,8.0,22.8390552714877,3.5,1.0,0.0,744.0,72.0,13.777777777777779,67.9,24,Normal
danielamartey,2020,75,744,769.0,12,27,3769.0,53,1994-12-21,185.0,78.16666666666667,Ghana,Medium/High,72.16666666666667,82.16666666666667,73.5,Defender,26,1214.0,17.0,71.41176470588235,201.0,8.5,22.8390552714877,3.5,1.0,1.0,1488.0,330.0,13.777777777777779,59.15384615384615,26,Normal
danieljames,2019,19,65,2402.0,33,37,3359.0,48,1997-11-10,172.5,76.0,Wales,High/Medium,84.5,55.75,66.5,Midfielder,22,,,,,,25.54085276202478,3.5,3.0,,,,1.3265306122448979,70.6470588235294,22,Overweight
danieljames,2020,27,65,957.0,15,27,3359.0,48,1997-11-10,172.5,76.0,Wales,High/Medium,84.5,55.75,66.5,Midfielder,23,2402.0,33.0,72.78787878787878,19.0,33.0,25.54085276202478,3.5,3.0,0.0,65.0,19.0,1.3265306122448979,59.8125,23,Overweight
danielsturridge,2016,70,270,834.0,20,27,2001.0,53,1989-09-01,184.0,76.0,England,Medium/Low,82.25,67.75,82.25,Forward,27,,,,,,22.448015122873343,2.5,2.0,,,,5.0,39.714285714285715,27,Normal
danielsturridge,2017,122,270,592.0,15,21,2001.0,53,1989-09-01,184.0,76.0,England,Medium/Low,82.25,67.75,82.25,Forward,28,834.0,20.0,41.7,70.0,20.0,22.448015122873343,2.5,2.0,0.0,270.0,70.0,5.0,37.0,28,Normal
dannydrinkwater,2016,7,427,2602.0,29,29,3496.0,46,1990-03-05,177.16666666666666,73.66666666666667,England,Medium/Medium,63.0,69.66666666666667,76.66666666666667,Midfielder,26,,,,,,23.469670406887275,3.0,3.0,,,,9.085106382978724,86.73333333333333,26,Normal
dannydrinkwater,2017,130,427,572.0,12,20,3496.0,46,1990-03-05,177.16666666666666,73.66666666666667,England,Medium/Medium,63.0,69.66666666666667,76.66666666666667,Midfielder,27,2602.0,29.0,89.72413793103448,7.0,29.0,23.469670406887275,3.0,3.0,0.0,427.0,7.0,9.085106382978724,44.0,27,Normal
dannydrinkwater,2018,127,427,0.0,0,1,3496.0,46,1990-03-05,177.16666666666666,73.66666666666667,England,Medium/Medium,63.0,69.66666666666667,76.66666666666667,Midfielder,28,3174.0,41.0,77.41463414634147,68.5,20.5,23.469670406887275,3.0,3.0,1.0,854.0,130.0,9.085106382978724,0.0,28,Normal
dannydrinkwater,2019,123,427,322.0,5,16,3496.0,46,1990-03-05,177.16666666666666,73.66666666666667,England,Medium/Medium,63.0,69.66666666666667,76.66666666666667,Midfielder,29,3174.0,41.0,77.41463414634147,88.0,13.666666666666666,23.469670406887275,3.0,3.0,1.0,1281.0,127.0,9.085106382978724,53.666666666666664,29,Normal
dannyings,2018,106,455,1696.0,24,26,7175.0,99,1992-07-23,178.0,73.0,England,High/High,80.33333333333333,69.0,76.83333333333333,Forward,26,,,,,,23.04002019946976,4.0,2.0,,,,4.55,67.84,26,Normal
dannyings,2020,61,455,2265.0,29,29,7175.0,99,1992-07-23,178.0,73.0,England,High/High,80.33333333333333,69.0,76.83333333333333,Forward,28,1696.0,24.0,70.66666666666667,106.0,24.0,23.04002019946976,4.0,2.0,0.0,455.0,106.0,4.55,75.5,28,Normal
dannyrose,2016,28,370,1608.0,18,18,6189.0,77,1990-07-02,173.66666666666666,74.66666666666667,England,Medium/High,78.83333333333333,75.33333333333333,79.66666666666667,Defender,26,,,,,,24.756761137779485,3.5,1.0,,,,4.743589743589744,84.63157894736842,26,Normal
dannyrose,2016,28,370,1608.0,18,18,6189.0,77,1990-07-02,173.66666666666666,74.66666666666667,England,Medium/High,78.83333333333333,75.33333333333333,79.66666666666667,Midfielder,26,1608.0,18.0,89.33333333333333,28.0,18.0,24.756761137779485,3.5,3.0,0.0,370.0,28.0,4.743589743589744,84.63157894736842,26,Normal
dannyrose,2016,28,370,1608.0,18,18,6189.0,77,1993-12-10,173.0,72.0,England,High/Low,79.33333333333333,63.833333333333336,63.66666666666666,Defender,23,3216.0,36.0,89.33333333333333,28.0,18.0,24.0569347455645,3.0,1.0,0.0,740.0,28.0,4.743589743589744,84.63157894736842,23,Normal
dannyrose,2016,28,370,1608.0,18,18,6189.0,77,1993-12-10,173.0,72.0,England,High/Low,79.33333333333333,63.833333333333336,63.66666666666666,Midfielder,23,4824.0,54.0,89.33333333333333,28.0,18.0,24.0569347455645,3.0,3.0,0.0,1110.0,28.0,4.743589743589744,84.63157894736842,23,Normal
dannyrose,2016,28,370,1608.0,18,18,6189.0,77,1988-02-21,170.0,66.0,England,Medium/High,61.66666666666666,63.66666666666666,63.333333333333336,Defender,28,6432.0,72.0,89.33333333333333,28.0,18.0,22.837370242214536,3.5,1.0,0.0,1480.0,28.0,4.743589743589744,84.63157894736842,28,Normal
dannyrose,2016,28,370,1608.0,18,18,6189.0,77,1988-02-21,170.0,66.0,England,Medium/High,61.66666666666666,63.66666666666666,63.333333333333336,Midfielder,28,8040.0,90.0,89.33333333333333,28.0,18.0,22.837370242214536,3.5,3.0,0.0,1850.0,28.0,4.743589743589744,84.63157894736842,28,Normal
dannyrose,2017,293,370,839.0,10,20,6189.0,77,1990-07-02,173.66666666666666,74.66666666666667,England,Medium/High,78.83333333333333,75.33333333333333,79.66666666666667,Defender,27,9648.0,108.0,89.33333333333333,28.0,18.0,24.756761137779485,3.5,1.0,0.0,2220.0,28.0,4.743589743589744,76.27272727272727,27,Normal
